fecha,pais,pais_code,sector,sector_code,exportaciones,importaciones,balance,moneda_original
2017-04,Canadá,CA,Alimentos y animales vivos,0,3821170052.379999,2597948194.689,1223221857.690999,USD
2017-05,Canadá,CA,Alimentos y animales vivos,0,4337564892.587999,2749914591.2830005,1587650301.3049989,USD
2017-06,Canadá,CA,Alimentos y animales vivos,0,4187861052.675,2697726789.5389996,1490134263.1360006,USD
2017-07,Canadá,CA,Alimentos y animales vivos,0,3956639381.4860005,2653918306.9480004,1302721074.538,USD
2017-08,Canadá,CA,Alimentos y animales vivos,0,3911619874.8089995,2716938482.763,1194681392.0459995,USD
2017-09,Canadá,CA,Alimentos y animales vivos,0,3951884041.348,2639883088.637,1312000952.711,USD
2017-10,Canadá,CA,Alimentos y animales vivos,0,4623491670.168,2808324576.39,1815167093.7780004,USD
2017-11,Canadá,CA,Alimentos y animales vivos,0,4529154302.798001,2850816358.551,1678337944.2470012,USD
2017-12,Canadá,CA,Alimentos y animales vivos,0,4170997006.3760004,2607607709.334,1563389297.0420003,USD
2018-01,Canadá,CA,Alimentos y animales vivos,0,3953248345.144,2726223478.5829997,1227024866.5610003,USD
2018-02,Canadá,CA,Alimentos y animales vivos,0,3342868171.944,2513722913.2450004,829145258.6989994,USD
2018-03,Canadá,CA,Alimentos y animales vivos,0,3952487531.0670004,2795185639.794,1157301891.2730002,USD
2018-04,Canadá,CA,Alimentos y animales vivos,0,4067458891.3340006,2755286706.4739995,1312172184.860001,USD
2018-05,Canadá,CA,Alimentos y animales vivos,0,4636833527.9140005,2821829544.936,1815003982.9780006,USD
2018-06,Canadá,CA,Alimentos y animales vivos,0,4378168420.409,2731729002.2049994,1646439418.204001,USD
2018-07,Canadá,CA,Alimentos y animales vivos,0,4062801340.0520005,2681498372.24,1381302967.8120008,USD
2018-08,Canadá,CA,Alimentos y animales vivos,0,4028100129.388,2688814420.3550005,1339285709.0329995,USD
2018-09,Canadá,CA,Alimentos y animales vivos,0,3932348305.109,2660875773.063,1271472532.046,USD
2018-10,Canadá,CA,Alimentos y animales vivos,0,4863854583.926001,2847407861.1800003,2016446722.7460003,USD
2018-11,Canadá,CA,Alimentos y animales vivos,0,4654992981.7560005,2862315987.214,1792676994.5420003,USD
2018-12,Canadá,CA,Alimentos y animales vivos,0,4310130725.8359995,2739788008.286,1570342717.5499997,USD
2019-01,Canadá,CA,Alimentos y animales vivos,0,3712811378.2920012,2789948318.664,922863059.6280012,USD
2019-02,Canadá,CA,Alimentos y animales vivos,0,3394607201.454,2459766057.1819997,934841144.2720003,USD
2019-03,Canadá,CA,Alimentos y animales vivos,0,4015919403.534,2870902442.7070003,1145016960.8269997,USD
2019-04,Canadá,CA,Alimentos y animales vivos,0,4125928476.6880007,2853763764.612,1272164712.0760007,USD
2019-05,Canadá,CA,Alimentos y animales vivos,0,4747612038.874,2857912640.258,1889699398.6159997,USD
2019-06,Canadá,CA,Alimentos y animales vivos,0,4539139615.84,2763467229.0999994,1775672386.7400007,USD
2019-07,Canadá,CA,Alimentos y animales vivos,0,4192778064.2329993,2814170382.8450003,1378607681.387999,USD
2019-08,Canadá,CA,Alimentos y animales vivos,0,4041095172.765,2762817623.7260003,1278277549.0389996,USD
2019-09,Canadá,CA,Alimentos y animales vivos,0,3879132034.235999,2674079475.038,1205052559.197999,USD
2019-10,Canadá,CA,Alimentos y animales vivos,0,4266942553.5530005,2966554538.4519997,1300388015.1010008,USD
2019-11,Canadá,CA,Alimentos y animales vivos,0,4374036398.441,2854505352.059,1519531046.382,USD
2019-12,Canadá,CA,Alimentos y animales vivos,0,4233845010.2229996,2814273494.133,1419571516.0899997,USD
2020-01,Canadá,CA,Alimentos y animales vivos,0,3988241626.166,2871663980.8489995,1116577645.3170004,USD
2020-02,Canadá,CA,Alimentos y animales vivos,0,3559913958.351,2505035077.4630003,1054878880.8879995,USD
2020-03,Canadá,CA,Alimentos y animales vivos,0,4322193486.217999,3024878144.3409996,1297315341.8769999,USD
2020-04,Canadá,CA,Alimentos y animales vivos,0,3971669391.3480005,2662146471.5129995,1309522919.835001,USD
2020-05,Canadá,CA,Alimentos y animales vivos,0,4812550689.778999,2710263132.9670005,2102287556.8119988,USD
2020-06,Canadá,CA,Alimentos y animales vivos,0,4714691091.431001,2778676051.665001,1936015039.7659998,USD
2020-07,Canadá,CA,Alimentos y animales vivos,0,4680348916.058001,2924896350.473,1755452565.5850005,USD
2020-08,Canadá,CA,Alimentos y animales vivos,0,4285385869.1919994,2749769448.7039995,1535616420.488,USD
2020-09,Canadá,CA,Alimentos y animales vivos,0,4504732585.517,2858702456.6540003,1646030128.863,USD
2020-10,Canadá,CA,Alimentos y animales vivos,0,5295820951.086999,3121899556.0469995,2173921395.0399995,USD
2020-11,Canadá,CA,Alimentos y animales vivos,0,5242005383.558001,3022270046.1080003,2219735337.4500003,USD
2020-12,Canadá,CA,Alimentos y animales vivos,0,4996387920.19,2986732348.4960003,2009655571.6939993,USD
2021-01,Canadá,CA,Alimentos y animales vivos,0,4719297318.978001,2961661910.382,1757635408.5960007,USD
2021-02,Canadá,CA,Alimentos y animales vivos,0,4336583567.429999,2753060898.4199996,1583522669.0099998,USD
2021-03,Canadá,CA,Alimentos y animales vivos,0,5439286304.284,3380308128.9189997,2058978175.3650007,USD
2021-04,Canadá,CA,Alimentos y animales vivos,0,5538486469.28,3159187484.1140003,2379298985.1659994,USD
2021-05,Canadá,CA,Alimentos y animales vivos,0,6181892617.127999,3263319545.9979997,2918573071.1299996,USD
2021-06,Canadá,CA,Alimentos y animales vivos,0,5899228721.849,3230915996.9550004,2668312724.8939996,USD
2021-07,Canadá,CA,Alimentos y animales vivos,0,5265764048.549,3172188132.990999,2093575915.5580006,USD
2021-08,Canadá,CA,Alimentos y animales vivos,0,5146972649.304,3188646121.718999,1958326527.585001,USD
2021-09,Canadá,CA,Alimentos y animales vivos,0,5159234946.059,3206994121.698,1952240824.361,USD
2021-10,Canadá,CA,Alimentos y animales vivos,0,6247268348.677001,3520440019.7650003,2726828328.9120007,USD
2021-11,Canadá,CA,Alimentos y animales vivos,0,5722193042.830001,3481147349.4050007,2241045693.425,USD
2021-12,Canadá,CA,Alimentos y animales vivos,0,5245877677.598,3521731918.0,1724145759.5979996,USD
2022-01,Canadá,CA,Alimentos y animales vivos,0,4743303357.356001,3274709328.264,1468594029.092001,USD
2022-02,Canadá,CA,Alimentos y animales vivos,0,4493878613.585,3331845003.2830005,1162033610.3019996,USD
2022-03,Canadá,CA,Alimentos y animales vivos,0,5461350575.654,4030661003.2730002,1430689572.381,USD
2022-04,Canadá,CA,Alimentos y animales vivos,0,5492452868.333001,3880765147.042,1611687721.2910013,USD
2022-05,Canadá,CA,Alimentos y animales vivos,0,6323151633.296,3919788225.5469995,2403363407.749,USD
2022-06,Canadá,CA,Alimentos y animales vivos,0,5927999854.330999,3934904807.641,1993095046.6899996,USD
2022-07,Canadá,CA,Alimentos y animales vivos,0,5796979792.16,3625078399.409,2171901392.751,USD
2022-08,Canadá,CA,Alimentos y animales vivos,0,5438297906.877001,3703584983.876999,1734712923.000002,USD
2022-09,Canadá,CA,Alimentos y animales vivos,0,5845834427.51,3524802933.334,2321031494.176,USD
2022-10,Canadá,CA,Alimentos y animales vivos,0,7214476625.141998,3647920322.0619993,3566556303.079999,USD
2022-11,Canadá,CA,Alimentos y animales vivos,0,7416543251.855,3683896169.659001,3732647082.1959987,USD
2022-12,Canadá,CA,Alimentos y animales vivos,0,6200360206.097,3435445830.8760004,2764914375.2209997,USD
2023-01,Canadá,CA,Alimentos y animales vivos,0,6416944492.5390005,3553142139.3450003,2863802353.1940002,USD
2023-02,Canadá,CA,Alimentos y animales vivos,0,5748594974.743001,3213598296.039,2534996678.704001,USD
2023-03,Canadá,CA,Alimentos y animales vivos,0,6589160734.049,3758530236.814,2830630497.2349997,USD
2023-04,Canadá,CA,Alimentos y animales vivos,0,6002514960.099998,3510895512.454,2491619447.6459985,USD
2023-05,Canadá,CA,Alimentos y animales vivos,0,6032671602.6,3669147702.674999,2363523899.925001,USD
2023-06,Canadá,CA,Alimentos y animales vivos,0,5585023723.537,3669306998.1390004,1915716725.3979993,USD
2023-07,Canadá,CA,Alimentos y animales vivos,0,5715565579.877,3414291674.9989996,2301273904.8780003,USD
2023-08,Canadá,CA,Alimentos y animales vivos,0,5508132372.900001,3637901223.8629994,1870231149.0370011,USD
2023-09,Canadá,CA,Alimentos y animales vivos,0,5708452096.509,3660414957.3259993,2048037139.1830006,USD
2023-10,Canadá,CA,Alimentos y animales vivos,0,6765503833.105001,3795820433.679,2969683399.4260015,USD
2023-11,Canadá,CA,Alimentos y animales vivos,0,6460954463.265999,3805406805.7460003,2655547657.5199986,USD
2023-12,Canadá,CA,Alimentos y animales vivos,0,5885857606.028,3716932372.6899996,2168925233.3380003,USD
2024-01,Canadá,CA,Alimentos y animales vivos,0,5552925156.849001,3612529034.981,1940396121.868001,USD
2024-02,Canadá,CA,Alimentos y animales vivos,0,5585410968.007001,3610123030.508,1975287937.499001,USD
2024-03,Canadá,CA,Alimentos y animales vivos,0,5830036374.246,4036424740.68,1793611633.5660005,USD
2024-04,Canadá,CA,Alimentos y animales vivos,0,5964651800.011999,3925171274.7379994,2039480525.2739997,USD
2024-05,Canadá,CA,Alimentos y animales vivos,0,6236028037.717,4104143227.6240005,2131884810.0929995,USD
2024-06,Canadá,CA,Alimentos y animales vivos,0,5956750722.200999,4030130352.7910004,1926620369.409999,USD
2024-10,Canadá,CA,Alimentos y animales vivos,0,7010520747.488998,4265595367.815,2744925379.6739984,USD
2024-11,Canadá,CA,Alimentos y animales vivos,0,6580446914.947,4025612975.6499996,2554833939.297,USD
2024-12,Canadá,CA,Alimentos y animales vivos,0,6281187894.018001,4133579066.1040006,2147608827.914,USD
2025-01,Canadá,CA,Alimentos y animales vivos,0,6073193882.353001,4162657723.8130007,1910536158.54,USD
2025-02,Canadá,CA,Alimentos y animales vivos,0,5445402186.032001,3862985642.0429997,1582416543.9890008,USD
2025-03,Canadá,CA,Alimentos y animales vivos,0,6132561199.211,4387374129.307,1745187069.9040003,USD
2025-04,Canadá,CA,Alimentos y animales vivos,0,5656273637.521,3976262043.817,1680011593.704,USD
2025-05,Canadá,CA,Alimentos y animales vivos,0,6082082250.769,4190215748.507,1891866502.262,USD
2025-06,Canadá,CA,Alimentos y animales vivos,0,6114998020.047001,4122263354.6149993,1992734665.4320016,USD
2025-07,Canadá,CA,Alimentos y animales vivos,0,5801911299.841,4199603658.4630003,1602307641.3779993,USD
2025-08,Canadá,CA,Alimentos y animales vivos,0,5181629148.528001,4149336667.7089996,1032292480.8190012,USD
2025-09,Canadá,CA,Alimentos y animales vivos,0,5651067695.7699995,3992433232.065,1658634463.7049994,USD
2025-10,Canadá,CA,Alimentos y animales vivos,0,6597893311.971001,4714695717.198,1883197594.7730007,USD
2010-01,Canadá,CA,Bebidas y tabaco,1,69154503.1,264363230.152,-195208727.05200002,USD
2010-02,Canadá,CA,Bebidas y tabaco,1,63938909.098,233502113.83200002,-169563204.73400003,USD
2010-03,Canadá,CA,Bebidas y tabaco,1,81291673.155,306729738.79399997,-225438065.63899997,USD
2010-04,Canadá,CA,Bebidas y tabaco,1,83977942.176,340275452.986,-256297510.81,USD
2010-05,Canadá,CA,Bebidas y tabaco,1,95627357.57900001,337988672.827,-242361315.24800003,USD
2010-06,Canadá,CA,Bebidas y tabaco,1,94244634.799,350890227.166,-256645592.367,USD
2010-07,Canadá,CA,Bebidas y tabaco,1,79632384.125,341773681.673,-262141297.54799998,USD
2010-08,Canadá,CA,Bebidas y tabaco,1,82609967.03600001,397617623.23399997,-315007656.19799995,USD
2010-09,Canadá,CA,Bebidas y tabaco,1,101408368.34799999,397641868.433,-296233500.08500004,USD
2010-10,Canadá,CA,Bebidas y tabaco,1,112571767.352,407198949.027,-294627181.675,USD
2010-11,Canadá,CA,Bebidas y tabaco,1,103247842.049,414440359.451,-311192517.40199995,USD
2010-12,Canadá,CA,Bebidas y tabaco,1,84290590.80700001,359021728.622,-274731137.81499994,USD
2011-01,Canadá,CA,Bebidas y tabaco,1,65720695.642000005,303209039.947,-237488344.305,USD
2011-02,Canadá,CA,Bebidas y tabaco,1,60024152.378000006,298403192.717,-238379040.339,USD
2011-03,Canadá,CA,Bebidas y tabaco,1,80514034.638,358864134.97400004,-278350100.336,USD
2011-04,Canadá,CA,Bebidas y tabaco,1,98124987.327,374497274.09099996,-276372286.76399994,USD
2011-05,Canadá,CA,Bebidas y tabaco,1,101909303.801,406965838.657,-305056534.856,USD
2011-06,Canadá,CA,Bebidas y tabaco,1,97259459.181,454433060.7,-357173601.519,USD
2011-07,Canadá,CA,Bebidas y tabaco,1,94166989.692,404135952.236,-309968962.544,USD
2011-08,Canadá,CA,Bebidas y tabaco,1,92661767.114,453214301.531,-360552534.41700006,USD
2011-09,Canadá,CA,Bebidas y tabaco,1,108200446.389,463430942.278,-355230495.889,USD
2011-10,Canadá,CA,Bebidas y tabaco,1,113596248.101,423825375.57600003,-310229127.475,USD
2011-11,Canadá,CA,Bebidas y tabaco,1,121331906.33200002,536455371.519,-415123465.187,USD
2011-12,Canadá,CA,Bebidas y tabaco,1,92666533.127,395841107.695,-303174574.56799996,USD
2012-01,Canadá,CA,Bebidas y tabaco,1,75496867.883,323021671.778,-247524803.89499998,USD
2012-02,Canadá,CA,Bebidas y tabaco,1,77606399.15799999,325876593.60300004,-248270194.44500005,USD
2012-03,Canadá,CA,Bebidas y tabaco,1,93199422.786,379158357.625,-285958934.839,USD
2012-04,Canadá,CA,Bebidas y tabaco,1,87413912.986,382776047.219,-295362134.233,USD
2012-05,Canadá,CA,Bebidas y tabaco,1,97005489.191,442842220.9,-345836731.709,USD
2012-06,Canadá,CA,Bebidas y tabaco,1,101385754.59200001,443922864.811,-342537110.219,USD
2012-07,Canadá,CA,Bebidas y tabaco,1,99368085.46599999,453064523.12,-353696437.65400004,USD
2012-08,Canadá,CA,Bebidas y tabaco,1,504139885.49799997,89153660.64700001,414986224.85099995,USD
2012-09,Canadá,CA,Bebidas y tabaco,1,109375607.187,434503190.912,-325127583.725,USD
2012-10,Canadá,CA,Bebidas y tabaco,1,128217746.226,557457393.431,-429239647.205,USD
2012-11,Canadá,CA,Bebidas y tabaco,1,132134551.24599999,507142989.35,-375008438.10400003,USD
2012-12,Canadá,CA,Bebidas y tabaco,1,92164662.508,369567288.20299995,-277402625.69499993,USD
2013-01,Canadá,CA,Bebidas y tabaco,1,92513458.279,368024725.05200005,-275511266.77300006,USD
2013-02,Canadá,CA,Bebidas y tabaco,1,76306654.862,352304336.95000005,-275997682.08800006,USD
2013-03,Canadá,CA,Bebidas y tabaco,1,88006460.03299999,374514426.3,-286507966.267,USD
2013-04,Canadá,CA,Bebidas y tabaco,1,88334318.984,455862160.41400003,-367527841.43000007,USD
2013-05,Canadá,CA,Bebidas y tabaco,1,112816259.32100001,510296624.55300003,-397480365.232,USD
2013-06,Canadá,CA,Bebidas y tabaco,1,100914175.992,450446519.546,-349532343.554,USD
2013-07,Canadá,CA,Bebidas y tabaco,1,89279944.568,462141998.69799995,-372862054.12999994,USD
2013-08,Canadá,CA,Bebidas y tabaco,1,93929526.026,460815768.14799994,-366886242.122,USD
2013-09,Canadá,CA,Bebidas y tabaco,1,127902568.65,480512587.903,-352610019.253,USD
2013-10,Canadá,CA,Bebidas y tabaco,1,133143680.774,529084319.367,-395940638.593,USD
2013-11,Canadá,CA,Bebidas y tabaco,1,122904302.835,516645840.741,-393741537.906,USD
2013-12,Canadá,CA,Bebidas y tabaco,1,107703414.64,371333267.07600003,-263629852.43600005,USD
2014-01,Canadá,CA,Bebidas y tabaco,1,84524454.135,357977888.544,-273453434.40900004,USD
2014-02,Canadá,CA,Bebidas y tabaco,1,71074001.14500001,313342844.981,-242268843.836,USD
2014-03,Canadá,CA,Bebidas y tabaco,1,73849713.971,394302809.87799996,-320453095.90699995,USD
2014-04,Canadá,CA,Bebidas y tabaco,1,76626539.271,504798325.95500004,-428171786.684,USD
2014-05,Canadá,CA,Bebidas y tabaco,1,92447712.12099999,487292208.68,-394844496.559,USD
2014-06,Canadá,CA,Bebidas y tabaco,1,105702384.191,491940333.275,-386237949.084,USD
2014-07,Canadá,CA,Bebidas y tabaco,1,92161928.13599999,524396767.15500003,-432234839.01900005,USD
2014-08,Canadá,CA,Bebidas y tabaco,1,79318134.33,474469611.834,-395151477.504,USD
2014-09,Canadá,CA,Bebidas y tabaco,1,108124455.59599999,491229649.206,-383105193.61,USD
2014-10,Canadá,CA,Bebidas y tabaco,1,113068119.491,506554491.214,-393486371.723,USD
2014-11,Canadá,CA,Bebidas y tabaco,1,109103505.298,434153684.799,-325050179.50100005,USD
2014-12,Canadá,CA,Bebidas y tabaco,1,96336258.384,393922948.999,-297586690.615,USD
2015-01,Canadá,CA,Bebidas y tabaco,1,75430449.78,334995069.085,-259564619.30499998,USD
2015-02,Canadá,CA,Bebidas y tabaco,1,72421029.542,316159806.633,-243738777.09100002,USD
2015-03,Canadá,CA,Bebidas y tabaco,1,90131001.681,375944696.47900003,-285813694.79800004,USD
2015-04,Canadá,CA,Bebidas y tabaco,1,89762922.164,411553880.391,-321790958.227,USD
2015-05,Canadá,CA,Bebidas y tabaco,1,94149285.961,439467685.758,-345318399.79700005,USD
2015-06,Canadá,CA,Bebidas y tabaco,1,111394553.925,458578067.21800005,-347183513.29300004,USD
2015-07,Canadá,CA,Bebidas y tabaco,1,92640654.548,462344088.567,-369703434.019,USD
2015-08,Canadá,CA,Bebidas y tabaco,1,78343537.90200001,433847955.78900003,-355504417.887,USD
2015-09,Canadá,CA,Bebidas y tabaco,1,167110406.361,890971894.4929999,-723861488.132,USD
2015-10,Canadá,CA,Bebidas y tabaco,1,96982897.343,472999772.533,-376016875.19,USD
2015-11,Canadá,CA,Bebidas y tabaco,1,93196444.852,415491066.982,-322294622.13,USD
2015-12,Canadá,CA,Bebidas y tabaco,1,85569925.721,329763703.976,-244193778.255,USD
2016-01,Canadá,CA,Bebidas y tabaco,1,70943310.927,293500030.286,-222556719.35900003,USD
2016-02,Canadá,CA,Bebidas y tabaco,1,72183244.433,342360385.61,-270177141.17700005,USD
