fecha,pais,pais_code,socio,socio_code,exportaciones,importaciones,moneda_original,exportaciones_orig,importaciones_orig
2019-06,Reino Unido,GB,Austria,AT,230000000.0,306666666.6666667,GBP,230000000.0,306666666.6666667
2019-07,Reino Unido,GB,Austria,AT,230000000.0,306666666.6666667,GBP,230000000.0,306666666.6666667
2019-08,Reino Unido,GB,Austria,AT,230000000.0,306666666.6666667,GBP,230000000.0,306666666.6666667
2019-09,Reino Unido,GB,Austria,AT,253000000.00000003,337333333.3333334,GBP,253000000.00000003,337333333.3333334
2019-10,Reino Unido,GB,Austria,AT,253000000.00000003,337333333.3333334,GBP,253000000.00000003,337333333.3333334
2019-11,Reino Unido,GB,Austria,AT,253000000.00000003,337333333.3333334,GBP,253000000.00000003,337333333.3333334
2019-12,Reino Unido,GB,Austria,AT,230000000.0,306666666.6666667,GBP,230000000.0,306666666.6666667
2020-01,Reino Unido,GB,Austria,AT,235000000.0,313333333.3333333,GBP,235000000.0,313333333.3333333
2020-02,Reino Unido,GB,Austria,AT,235000000.0,313333333.3333333,GBP,235000000.0,313333333.3333333
2020-03,Reino Unido,GB,Austria,AT,258500000.00000003,344666666.6666667,GBP,258500000.00000003,344666666.6666667
2020-04,Reino Unido,GB,Austria,AT,258500000.00000003,344666666.6666667,GBP,258500000.00000003,344666666.6666667
2020-05,Reino Unido,GB,Austria,AT,235000000.0,313333333.3333333,GBP,235000000.0,313333333.3333333
2020-06,Reino Unido,GB,Austria,AT,235000000.0,313333333.3333333,GBP,235000000.0,313333333.3333333
2020-07,Reino Unido,GB,Austria,AT,235000000.0,313333333.3333333,GBP,235000000.0,313333333.3333333
2020-08,Reino Unido,GB,Austria,AT,235000000.0,313333333.3333333,GBP,235000000.0,313333333.3333333
2020-09,Reino Unido,GB,Austria,AT,258500000.00000003,344666666.6666667,GBP,258500000.00000003,344666666.6666667
2020-10,Reino Unido,GB,Austria,AT,258500000.00000003,344666666.6666667,GBP,258500000.00000003,344666666.6666667
2020-11,Reino Unido,GB,Austria,AT,258500000.00000003,344666666.6666667,GBP,258500000.00000003,344666666.6666667
2020-12,Reino Unido,GB,Austria,AT,235000000.0,313333333.3333333,GBP,235000000.0,313333333.3333333
2021-01,Reino Unido,GB,Austria,AT,240000000.0,319999999.99999994,GBP,240000000.0,319999999.99999994
2021-02,Reino Unido,GB,Austria,AT,240000000.0,319999999.99999994,GBP,240000000.0,319999999.99999994
2021-03,Reino Unido,GB,Austria,AT,264000000.00000003,351999999.99999994,GBP,264000000.00000003,351999999.99999994
2021-04,Reino Unido,GB,Austria,AT,264000000.00000003,351999999.99999994,GBP,264000000.00000003,351999999.99999994
2021-05,Reino Unido,GB,Austria,AT,240000000.0,319999999.99999994,GBP,240000000.0,319999999.99999994
2021-06,Reino Unido,GB,Austria,AT,240000000.0,319999999.99999994,GBP,240000000.0,319999999.99999994
2021-07,Reino Unido,GB,Austria,AT,240000000.0,319999999.99999994,GBP,240000000.0,319999999.99999994
2021-08,Reino Unido,GB,Austria,AT,240000000.0,319999999.99999994,GBP,240000000.0,319999999.99999994
2021-09,Reino Unido,GB,Austria,AT,264000000.00000003,351999999.99999994,GBP,264000000.00000003,351999999.99999994
2021-10,Reino Unido,GB,Austria,AT,264000000.00000003,351999999.99999994,GBP,264000000.00000003,351999999.99999994
2021-11,Reino Unido,GB,Austria,AT,264000000.00000003,351999999.99999994,GBP,264000000.00000003,351999999.99999994
2021-12,Reino Unido,GB,Austria,AT,240000000.0,319999999.99999994,GBP,240000000.0,319999999.99999994
2022-01,Reino Unido,GB,Austria,AT,245000000.0,326666666.6666666,GBP,245000000.0,326666666.6666666
2022-02,Reino Unido,GB,Austria,AT,245000000.0,326666666.6666666,GBP,245000000.0,326666666.6666666
2022-03,Reino Unido,GB,Austria,AT,269500000.0,359333333.3333333,GBP,269500000.0,359333333.3333333
2022-04,Reino Unido,GB,Austria,AT,269500000.0,359333333.3333333,GBP,269500000.0,359333333.3333333
2022-05,Reino Unido,GB,Austria,AT,245000000.0,326666666.6666666,GBP,245000000.0,326666666.6666666
2022-06,Reino Unido,GB,Austria,AT,245000000.0,326666666.6666666,GBP,245000000.0,326666666.6666666
2022-07,Reino Unido,GB,Austria,AT,245000000.0,326666666.6666666,GBP,245000000.0,326666666.6666666
2022-08,Reino Unido,GB,Austria,AT,245000000.0,326666666.6666666,GBP,245000000.0,326666666.6666666
2022-09,Reino Unido,GB,Austria,AT,269500000.0,359333333.3333333,GBP,269500000.0,359333333.3333333
2022-10,Reino Unido,GB,Austria,AT,269500000.0,359333333.3333333,GBP,269500000.0,359333333.3333333
2022-11,Reino Unido,GB,Austria,AT,269500000.0,359333333.3333333,GBP,269500000.0,359333333.3333333
2022-12,Reino Unido,GB,Austria,AT,245000000.0,326666666.6666666,GBP,245000000.0,326666666.6666666
2023-01,Reino Unido,GB,Austria,AT,250000000.0,333333333.3333333,GBP,250000000.0,333333333.3333333
2023-02,Reino Unido,GB,Austria,AT,250000000.0,333333333.3333333,GBP,250000000.0,333333333.3333333
2023-03,Reino Unido,GB,Austria,AT,275000000.0,366666666.6666667,GBP,275000000.0,366666666.6666667
2023-04,Reino Unido,GB,Austria,AT,275000000.0,366666666.6666667,GBP,275000000.0,366666666.6666667
2023-05,Reino Unido,GB,Austria,AT,250000000.0,333333333.3333333,GBP,250000000.0,333333333.3333333
2023-06,Reino Unido,GB,Austria,AT,250000000.0,333333333.3333333,GBP,250000000.0,333333333.3333333
2023-07,Reino Unido,GB,Austria,AT,250000000.0,333333333.3333333,GBP,250000000.0,333333333.3333333
2023-08,Reino Unido,GB,Austria,AT,250000000.0,333333333.3333333,GBP,250000000.0,333333333.3333333
2023-09,Reino Unido,GB,Austria,AT,275000000.0,366666666.6666667,GBP,275000000.0,366666666.6666667
2023-10,Reino Unido,GB,Austria,AT,275000000.0,366666666.6666667,GBP,275000000.0,366666666.6666667
2023-11,Reino Unido,GB,Austria,AT,275000000.0,366666666.6666667,GBP,275000000.0,366666666.6666667
2023-12,Reino Unido,GB,Austria,AT,250000000.0,333333333.3333333,GBP,250000000.0,333333333.3333333
2024-01,Reino Unido,GB,Austria,AT,255000000.0,340000000.0,GBP,255000000.0,340000000.0
2024-02,Reino Unido,GB,Austria,AT,255000000.0,340000000.0,GBP,255000000.0,340000000.0
2024-03,Reino Unido,GB,Austria,AT,280500000.0,374000000.00000006,GBP,280500000.0,374000000.00000006
2024-04,Reino Unido,GB,Austria,AT,280500000.0,374000000.00000006,GBP,280500000.0,374000000.00000006
2024-05,Reino Unido,GB,Austria,AT,255000000.0,340000000.0,GBP,255000000.0,340000000.0
2024-06,Reino Unido,GB,Austria,AT,255000000.0,340000000.0,GBP,255000000.0,340000000.0
2024-07,Reino Unido,GB,Austria,AT,255000000.0,340000000.0,GBP,255000000.0,340000000.0
2024-08,Reino Unido,GB,Austria,AT,255000000.0,340000000.0,GBP,255000000.0,340000000.0
2024-09,Reino Unido,GB,Austria,AT,280500000.0,374000000.00000006,GBP,280500000.0,374000000.00000006
2024-10,Reino Unido,GB,Austria,AT,280500000.0,374000000.00000006,GBP,280500000.0,374000000.00000006
2024-11,Reino Unido,GB,Austria,AT,280500000.0,374000000.00000006,GBP,280500000.0,374000000.00000006
2024-12,Reino Unido,GB,Austria,AT,255000000.0,340000000.0,GBP,255000000.0,340000000.0
2025-01,Reino Unido,GB,Austria,AT,260000000.0,346666666.6666667,GBP,260000000.0,346666666.6666667
2025-02,Reino Unido,GB,Austria,AT,260000000.0,346666666.6666667,GBP,260000000.0,346666666.6666667
2025-03,Reino Unido,GB,Austria,AT,286000000.0,381333333.3333334,GBP,286000000.0,381333333.3333334
2025-04,Reino Unido,GB,Austria,AT,286000000.0,381333333.3333334,GBP,286000000.0,381333333.3333334
2025-05,Reino Unido,GB,Austria,AT,260000000.0,346666666.6666667,GBP,260000000.0,346666666.6666667
2025-06,Reino Unido,GB,Austria,AT,260000000.0,346666666.6666667,GBP,260000000.0,346666666.6666667
2025-07,Reino Unido,GB,Austria,AT,260000000.0,346666666.6666667,GBP,260000000.0,346666666.6666667
2025-08,Reino Unido,GB,Austria,AT,260000000.0,346666666.6666667,GBP,260000000.0,346666666.6666667
2025-09,Reino Unido,GB,Austria,AT,286000000.0,381333333.3333334,GBP,286000000.0,381333333.3333334
2025-10,Reino Unido,GB,Austria,AT,286000000.0,381333333.3333334,GBP,286000000.0,381333333.3333334
2025-11,Reino Unido,GB,Austria,AT,286000000.0,381333333.3333334,GBP,286000000.0,381333333.3333334
2025-12,Reino Unido,GB,Austria,AT,260000000.0,346666666.6666667,GBP,260000000.0,346666666.6666667
2026-01,Reino Unido,GB,Austria,AT,265000000.0,353333333.3333333,GBP,265000000.0,353333333.3333333
2026-02,Reino Unido,GB,Austria,AT,265000000.0,353333333.3333333,GBP,265000000.0,353333333.3333333
2013-01,Reino Unido,GB,Australia,AU,466666666.66666675,333333333.3333334,GBP,466666666.66666675,333333333.3333334
2013-02,Reino Unido,GB,Australia,AU,466666666.66666675,333333333.3333334,GBP,466666666.66666675,333333333.3333334
2013-03,Reino Unido,GB,Australia,AU,513333333.33333343,366666666.66666675,GBP,513333333.33333343,366666666.66666675
2013-04,Reino Unido,GB,Australia,AU,513333333.33333343,366666666.66666675,GBP,513333333.33333343,366666666.66666675
2013-05,Reino Unido,GB,Australia,AU,466666666.66666675,333333333.3333334,GBP,466666666.66666675,333333333.3333334
2013-06,Reino Unido,GB,Australia,AU,466666666.66666675,333333333.3333334,GBP,466666666.66666675,333333333.3333334
2013-07,Reino Unido,GB,Australia,AU,466666666.66666675,333333333.3333334,GBP,466666666.66666675,333333333.3333334
2013-08,Reino Unido,GB,Australia,AU,466666666.66666675,333333333.3333334,GBP,466666666.66666675,333333333.3333334
2013-09,Reino Unido,GB,Australia,AU,513333333.33333343,366666666.66666675,GBP,513333333.33333343,366666666.66666675
2013-10,Reino Unido,GB,Australia,AU,513333333.33333343,366666666.66666675,GBP,513333333.33333343,366666666.66666675
2013-11,Reino Unido,GB,Australia,AU,513333333.33333343,366666666.66666675,GBP,513333333.33333343,366666666.66666675
2013-12,Reino Unido,GB,Australia,AU,466666666.66666675,333333333.3333334,GBP,466666666.66666675,333333333.3333334
2014-01,Reino Unido,GB,Australia,AU,478333333.3333334,341666666.6666667,GBP,478333333.3333334,341666666.6666667
2014-02,Reino Unido,GB,Australia,AU,478333333.3333334,341666666.6666667,GBP,478333333.3333334,341666666.6666667
2014-03,Reino Unido,GB,Australia,AU,526166666.66666675,375833333.3333334,GBP,526166666.66666675,375833333.3333334
2014-04,Reino Unido,GB,Australia,AU,526166666.66666675,375833333.3333334,GBP,526166666.66666675,375833333.3333334
2014-05,Reino Unido,GB,Australia,AU,478333333.3333334,341666666.6666667,GBP,478333333.3333334,341666666.6666667
2014-06,Reino Unido,GB,Australia,AU,478333333.3333334,341666666.6666667,GBP,478333333.3333334,341666666.6666667
2014-07,Reino Unido,GB,Australia,AU,478333333.3333334,341666666.6666667,GBP,478333333.3333334,341666666.6666667
2014-08,Reino Unido,GB,Australia,AU,478333333.3333334,341666666.6666667,GBP,478333333.3333334,341666666.6666667
2014-09,Reino Unido,GB,Australia,AU,526166666.66666675,375833333.3333334,GBP,526166666.66666675,375833333.3333334
2014-10,Reino Unido,GB,Australia,AU,526166666.66666675,375833333.3333334,GBP,526166666.66666675,375833333.3333334
2014-11,Reino Unido,GB,Australia,AU,526166666.66666675,375833333.3333334,GBP,526166666.66666675,375833333.3333334
2014-12,Reino Unido,GB,Australia,AU,478333333.3333334,341666666.6666667,GBP,478333333.3333334,341666666.6666667
2015-01,Reino Unido,GB,Australia,AU,490000000.0,350000000.0,GBP,490000000.0,350000000.0
2015-02,Reino Unido,GB,Australia,AU,490000000.0,350000000.0,GBP,490000000.0,350000000.0
2015-03,Reino Unido,GB,Australia,AU,539000000.0,385000000.00000006,GBP,539000000.0,385000000.00000006
2015-04,Reino Unido,GB,Australia,AU,539000000.0,385000000.00000006,GBP,539000000.0,385000000.00000006
2015-05,Reino Unido,GB,Australia,AU,490000000.0,350000000.0,GBP,490000000.0,350000000.0
2015-06,Reino Unido,GB,Australia,AU,490000000.0,350000000.0,GBP,490000000.0,350000000.0
2015-07,Reino Unido,GB,Australia,AU,490000000.0,350000000.0,GBP,490000000.0,350000000.0
2015-08,Reino Unido,GB,Australia,AU,490000000.0,350000000.0,GBP,490000000.0,350000000.0
2015-09,Reino Unido,GB,Australia,AU,539000000.0,385000000.00000006,GBP,539000000.0,385000000.00000006
2015-10,Reino Unido,GB,Australia,AU,539000000.0,385000000.00000006,GBP,539000000.0,385000000.00000006
2015-11,Reino Unido,GB,Australia,AU,539000000.0,385000000.00000006,GBP,539000000.0,385000000.00000006
2015-12,Reino Unido,GB,Australia,AU,490000000.0,350000000.0,GBP,490000000.0,350000000.0
2016-01,Reino Unido,GB,Australia,AU,501666666.6666667,358333333.3333334,GBP,501666666.6666667,358333333.3333334
2016-02,Reino Unido,GB,Australia,AU,501666666.6666667,358333333.3333334,GBP,501666666.6666667,358333333.3333334
2016-03,Reino Unido,GB,Australia,AU,551833333.3333334,394166666.66666675,GBP,551833333.3333334,394166666.66666675
2016-04,Reino Unido,GB,Australia,AU,551833333.3333334,394166666.66666675,GBP,551833333.3333334,394166666.66666675
2016-05,Reino Unido,GB,Australia,AU,501666666.6666667,358333333.3333334,GBP,501666666.6666667,358333333.3333334
2016-06,Reino Unido,GB,Australia,AU,501666666.6666667,358333333.3333334,GBP,501666666.6666667,358333333.3333334
2016-07,Reino Unido,GB,Australia,AU,501666666.6666667,358333333.3333334,GBP,501666666.6666667,358333333.3333334
2016-08,Reino Unido,GB,Australia,AU,501666666.6666667,358333333.3333334,GBP,501666666.6666667,358333333.3333334
2016-09,Reino Unido,GB,Australia,AU,551833333.3333334,394166666.66666675,GBP,551833333.3333334,394166666.66666675
2016-10,Reino Unido,GB,Australia,AU,551833333.3333334,394166666.66666675,GBP,551833333.3333334,394166666.66666675
2016-11,Reino Unido,GB,Australia,AU,551833333.3333334,394166666.66666675,GBP,551833333.3333334,394166666.66666675
2016-12,Reino Unido,GB,Australia,AU,501666666.6666667,358333333.3333334,GBP,501666666.6666667,358333333.3333334
2017-01,Reino Unido,GB,Australia,AU,513333333.3333334,366666666.6666667,GBP,513333333.3333334,366666666.6666667
2017-02,Reino Unido,GB,Australia,AU,513333333.3333334,366666666.6666667,GBP,513333333.3333334,366666666.6666667
2017-03,Reino Unido,GB,Australia,AU,564666666.6666667,403333333.3333334,GBP,564666666.6666667,403333333.3333334
2017-04,Reino Unido,GB,Australia,AU,564666666.6666667,403333333.3333334,GBP,564666666.6666667,403333333.3333334
2017-05,Reino Unido,GB,Australia,AU,513333333.3333334,366666666.6666667,GBP,513333333.3333334,366666666.6666667
2017-06,Reino Unido,GB,Australia,AU,513333333.3333334,366666666.6666667,GBP,513333333.3333334,366666666.6666667
2017-07,Reino Unido,GB,Australia,AU,513333333.3333334,366666666.6666667,GBP,513333333.3333334,366666666.6666667
2017-08,Reino Unido,GB,Australia,AU,513333333.3333334,366666666.6666667,GBP,513333333.3333334,366666666.6666667
2017-09,Reino Unido,GB,Australia,AU,564666666.6666667,403333333.3333334,GBP,564666666.6666667,403333333.3333334
2017-10,Reino Unido,GB,Australia,AU,564666666.6666667,403333333.3333334,GBP,564666666.6666667,403333333.3333334
2017-11,Reino Unido,GB,Australia,AU,564666666.6666667,403333333.3333334,GBP,564666666.6666667,403333333.3333334
2017-12,Reino Unido,GB,Australia,AU,513333333.3333334,366666666.6666667,GBP,513333333.3333334,366666666.6666667
2018-01,Reino Unido,GB,Australia,AU,525000000.00000006,375000000.0,GBP,525000000.00000006,375000000.0
2018-02,Reino Unido,GB,Australia,AU,525000000.00000006,375000000.0,GBP,525000000.00000006,375000000.0
2018-03,Reino Unido,GB,Australia,AU,577500000.0000001,412500000.00000006,GBP,577500000.0000001,412500000.00000006
2018-04,Reino Unido,GB,Australia,AU,577500000.0000001,412500000.00000006,GBP,577500000.0000001,412500000.00000006
2018-05,Reino Unido,GB,Australia,AU,525000000.00000006,375000000.0,GBP,525000000.00000006,375000000.0
2018-06,Reino Unido,GB,Australia,AU,525000000.00000006,375000000.0,GBP,525000000.00000006,375000000.0
2018-07,Reino Unido,GB,Australia,AU,525000000.00000006,375000000.0,GBP,525000000.00000006,375000000.0
2018-08,Reino Unido,GB,Australia,AU,525000000.00000006,375000000.0,GBP,525000000.00000006,375000000.0
2018-09,Reino Unido,GB,Australia,AU,577500000.0000001,412500000.00000006,GBP,577500000.0000001,412500000.00000006
2018-10,Reino Unido,GB,Australia,AU,577500000.0000001,412500000.00000006,GBP,577500000.0000001,412500000.00000006
2018-11,Reino Unido,GB,Australia,AU,577500000.0000001,412500000.00000006,GBP,577500000.0000001,412500000.00000006
2018-12,Reino Unido,GB,Australia,AU,525000000.00000006,375000000.0,GBP,525000000.00000006,375000000.0
2019-01,Reino Unido,GB,Australia,AU,536666666.66666675,383333333.3333334,GBP,536666666.66666675,383333333.3333334
2019-02,Reino Unido,GB,Australia,AU,536666666.66666675,383333333.3333334,GBP,536666666.66666675,383333333.3333334
2019-03,Reino Unido,GB,Australia,AU,590333333.3333335,421666666.66666675,GBP,590333333.3333335,421666666.66666675
2019-04,Reino Unido,GB,Australia,AU,590333333.3333335,421666666.66666675,GBP,590333333.3333335,421666666.66666675
2019-05,Reino Unido,GB,Australia,AU,536666666.66666675,383333333.3333334,GBP,536666666.66666675,383333333.3333334
2019-06,Reino Unido,GB,Australia,AU,536666666.66666675,383333333.3333334,GBP,536666666.66666675,383333333.3333334
2019-07,Reino Unido,GB,Australia,AU,536666666.66666675,383333333.3333334,GBP,536666666.66666675,383333333.3333334
2019-08,Reino Unido,GB,Australia,AU,536666666.66666675,383333333.3333334,GBP,536666666.66666675,383333333.3333334
2019-09,Reino Unido,GB,Australia,AU,590333333.3333335,421666666.66666675,GBP,590333333.3333335,421666666.66666675
2019-10,Reino Unido,GB,Australia,AU,590333333.3333335,421666666.66666675,GBP,590333333.3333335,421666666.66666675
2019-11,Reino Unido,GB,Australia,AU,590333333.3333335,421666666.66666675,GBP,590333333.3333335,421666666.66666675
2019-12,Reino Unido,GB,Australia,AU,536666666.66666675,383333333.3333334,GBP,536666666.66666675,383333333.3333334
2020-01,Reino Unido,GB,Australia,AU,548333333.3333334,391666666.6666667,GBP,548333333.3333334,391666666.6666667
2020-02,Reino Unido,GB,Australia,AU,548333333.3333334,391666666.6666667,GBP,548333333.3333334,391666666.6666667
2020-03,Reino Unido,GB,Australia,AU,603166666.6666667,430833333.3333334,GBP,603166666.6666667,430833333.3333334
2020-04,Reino Unido,GB,Australia,AU,603166666.6666667,430833333.3333334,GBP,603166666.6666667,430833333.3333334
2020-05,Reino Unido,GB,Australia,AU,548333333.3333334,391666666.6666667,GBP,548333333.3333334,391666666.6666667
2020-06,Reino Unido,GB,Australia,AU,548333333.3333334,391666666.6666667,GBP,548333333.3333334,391666666.6666667
2020-07,Reino Unido,GB,Australia,AU,548333333.3333334,391666666.6666667,GBP,548333333.3333334,391666666.6666667
2020-08,Reino Unido,GB,Australia,AU,548333333.3333334,391666666.6666667,GBP,548333333.3333334,391666666.6666667
