fecha,pais,pais_code,sector,sector_code,exportaciones,importaciones,balance,moneda_original,exportaciones_orig,importaciones_orig
2015-03,Reino Unido,GB,Alimentos y animales vivos,0,1925000000.0,4235000000.0,-2310000000.0,GBP,1925000000.0,4235000000.0
2015-04,Reino Unido,GB,Alimentos y animales vivos,0,1925000000.0,4235000000.0,-2310000000.0,GBP,1925000000.0,4235000000.0
2015-05,Reino Unido,GB,Alimentos y animales vivos,0,1749999999.9999998,3849999999.9999995,-2099999999.9999998,GBP,1749999999.9999998,3849999999.9999995
2015-06,Reino Unido,GB,Alimentos y animales vivos,0,1749999999.9999998,3849999999.9999995,-2099999999.9999998,GBP,1749999999.9999998,3849999999.9999995
2015-07,Reino Unido,GB,Alimentos y animales vivos,0,1749999999.9999998,3849999999.9999995,-2099999999.9999998,GBP,1749999999.9999998,3849999999.9999995
2015-08,Reino Unido,GB,Alimentos y animales vivos,0,1749999999.9999998,3849999999.9999995,-2099999999.9999998,GBP,1749999999.9999998,3849999999.9999995
2015-09,Reino Unido,GB,Alimentos y animales vivos,0,1925000000.0,4235000000.0,-2310000000.0,GBP,1925000000.0,4235000000.0
2015-10,Reino Unido,GB,Alimentos y animales vivos,0,1925000000.0,4235000000.0,-2310000000.0,GBP,1925000000.0,4235000000.0
2015-11,Reino Unido,GB,Alimentos y animales vivos,0,1925000000.0,4235000000.0,-2310000000.0,GBP,1925000000.0,4235000000.0
2015-12,Reino Unido,GB,Alimentos y animales vivos,0,1749999999.9999998,3849999999.9999995,-2099999999.9999998,GBP,1749999999.9999998,3849999999.9999995
2016-01,Reino Unido,GB,Alimentos y animales vivos,0,1791666666.6666665,3941666666.6666665,-2150000000.0,GBP,1791666666.6666665,3941666666.6666665
2016-02,Reino Unido,GB,Alimentos y animales vivos,0,1791666666.6666665,3941666666.6666665,-2150000000.0,GBP,1791666666.6666665,3941666666.6666665
2016-03,Reino Unido,GB,Alimentos y animales vivos,0,1970833333.3333333,4335833333.333334,-2365000000.000001,GBP,1970833333.3333333,4335833333.333334
2016-04,Reino Unido,GB,Alimentos y animales vivos,0,1970833333.3333333,4335833333.333334,-2365000000.000001,GBP,1970833333.3333333,4335833333.333334
2016-05,Reino Unido,GB,Alimentos y animales vivos,0,1791666666.6666665,3941666666.6666665,-2150000000.0,GBP,1791666666.6666665,3941666666.6666665
2016-06,Reino Unido,GB,Alimentos y animales vivos,0,1791666666.6666665,3941666666.6666665,-2150000000.0,GBP,1791666666.6666665,3941666666.6666665
2016-07,Reino Unido,GB,Alimentos y animales vivos,0,1791666666.6666665,3941666666.6666665,-2150000000.0,GBP,1791666666.6666665,3941666666.6666665
2016-08,Reino Unido,GB,Alimentos y animales vivos,0,1791666666.6666665,3941666666.6666665,-2150000000.0,GBP,1791666666.6666665,3941666666.6666665
2016-09,Reino Unido,GB,Alimentos y animales vivos,0,1970833333.3333333,4335833333.333334,-2365000000.000001,GBP,1970833333.3333333,4335833333.333334
2016-10,Reino Unido,GB,Alimentos y animales vivos,0,1970833333.3333333,4335833333.333334,-2365000000.000001,GBP,1970833333.3333333,4335833333.333334
2016-11,Reino Unido,GB,Alimentos y animales vivos,0,1970833333.3333333,4335833333.333334,-2365000000.000001,GBP,1970833333.3333333,4335833333.333334
2016-12,Reino Unido,GB,Alimentos y animales vivos,0,1791666666.6666665,3941666666.6666665,-2150000000.0,GBP,1791666666.6666665,3941666666.6666665
2017-01,Reino Unido,GB,Alimentos y animales vivos,0,1833333333.3333333,4033333333.333333,-2200000000.0,GBP,1833333333.3333333,4033333333.333333
2017-02,Reino Unido,GB,Alimentos y animales vivos,0,1833333333.3333333,4033333333.333333,-2200000000.0,GBP,1833333333.3333333,4033333333.333333
2017-03,Reino Unido,GB,Alimentos y animales vivos,0,2016666666.6666667,4436666666.666667,-2420000000.0,GBP,2016666666.6666667,4436666666.666667
2017-04,Reino Unido,GB,Alimentos y animales vivos,0,2016666666.6666667,4436666666.666667,-2420000000.0,GBP,2016666666.6666667,4436666666.666667
2017-05,Reino Unido,GB,Alimentos y animales vivos,0,1833333333.3333333,4033333333.333333,-2200000000.0,GBP,1833333333.3333333,4033333333.333333
2017-06,Reino Unido,GB,Alimentos y animales vivos,0,1833333333.3333333,4033333333.333333,-2200000000.0,GBP,1833333333.3333333,4033333333.333333
2017-07,Reino Unido,GB,Alimentos y animales vivos,0,1833333333.3333333,4033333333.333333,-2200000000.0,GBP,1833333333.3333333,4033333333.333333
2017-08,Reino Unido,GB,Alimentos y animales vivos,0,1833333333.3333333,4033333333.333333,-2200000000.0,GBP,1833333333.3333333,4033333333.333333
2017-09,Reino Unido,GB,Alimentos y animales vivos,0,2016666666.6666667,4436666666.666667,-2420000000.0,GBP,2016666666.6666667,4436666666.666667
2017-10,Reino Unido,GB,Alimentos y animales vivos,0,2016666666.6666667,4436666666.666667,-2420000000.0,GBP,2016666666.6666667,4436666666.666667
2017-11,Reino Unido,GB,Alimentos y animales vivos,0,2016666666.6666667,4436666666.666667,-2420000000.0,GBP,2016666666.6666667,4436666666.666667
2017-12,Reino Unido,GB,Alimentos y animales vivos,0,1833333333.3333333,4033333333.333333,-2200000000.0,GBP,1833333333.3333333,4033333333.333333
2018-01,Reino Unido,GB,Alimentos y animales vivos,0,1875000000.0,4125000000.0,-2250000000.0,GBP,1875000000.0,4125000000.0
2018-02,Reino Unido,GB,Alimentos y animales vivos,0,1875000000.0,4125000000.0,-2250000000.0,GBP,1875000000.0,4125000000.0
2018-03,Reino Unido,GB,Alimentos y animales vivos,0,2062500000.0000002,4537500000.0,-2475000000.0,GBP,2062500000.0000002,4537500000.0
2018-04,Reino Unido,GB,Alimentos y animales vivos,0,2062500000.0000002,4537500000.0,-2475000000.0,GBP,2062500000.0000002,4537500000.0
2018-05,Reino Unido,GB,Alimentos y animales vivos,0,1875000000.0,4125000000.0,-2250000000.0,GBP,1875000000.0,4125000000.0
2018-06,Reino Unido,GB,Alimentos y animales vivos,0,1875000000.0,4125000000.0,-2250000000.0,GBP,1875000000.0,4125000000.0
2018-07,Reino Unido,GB,Alimentos y animales vivos,0,1875000000.0,4125000000.0,-2250000000.0,GBP,1875000000.0,4125000000.0
2018-08,Reino Unido,GB,Alimentos y animales vivos,0,1875000000.0,4125000000.0,-2250000000.0,GBP,1875000000.0,4125000000.0
2018-09,Reino Unido,GB,Alimentos y animales vivos,0,2062500000.0000002,4537500000.0,-2475000000.0,GBP,2062500000.0000002,4537500000.0
2018-10,Reino Unido,GB,Alimentos y animales vivos,0,2062500000.0000002,4537500000.0,-2475000000.0,GBP,2062500000.0000002,4537500000.0
2018-11,Reino Unido,GB,Alimentos y animales vivos,0,2062500000.0000002,4537500000.0,-2475000000.0,GBP,2062500000.0000002,4537500000.0
2018-12,Reino Unido,GB,Alimentos y animales vivos,0,1875000000.0,4125000000.0,-2250000000.0,GBP,1875000000.0,4125000000.0
2019-01,Reino Unido,GB,Alimentos y animales vivos,0,1916666666.6666667,4216666666.6666665,-2300000000.0,GBP,1916666666.6666667,4216666666.6666665
2019-02,Reino Unido,GB,Alimentos y animales vivos,0,1916666666.6666667,4216666666.6666665,-2300000000.0,GBP,1916666666.6666667,4216666666.6666665
2019-03,Reino Unido,GB,Alimentos y animales vivos,0,2108333333.3333335,4638333333.333334,-2530000000.0000005,GBP,2108333333.3333335,4638333333.333334
2019-04,Reino Unido,GB,Alimentos y animales vivos,0,2108333333.3333335,4638333333.333334,-2530000000.0000005,GBP,2108333333.3333335,4638333333.333334
2019-05,Reino Unido,GB,Alimentos y animales vivos,0,1916666666.6666667,4216666666.6666665,-2300000000.0,GBP,1916666666.6666667,4216666666.6666665
2019-06,Reino Unido,GB,Alimentos y animales vivos,0,1916666666.6666667,4216666666.6666665,-2300000000.0,GBP,1916666666.6666667,4216666666.6666665
2019-07,Reino Unido,GB,Alimentos y animales vivos,0,1916666666.6666667,4216666666.6666665,-2300000000.0,GBP,1916666666.6666667,4216666666.6666665
2019-08,Reino Unido,GB,Alimentos y animales vivos,0,1916666666.6666667,4216666666.6666665,-2300000000.0,GBP,1916666666.6666667,4216666666.6666665
2019-09,Reino Unido,GB,Alimentos y animales vivos,0,2108333333.3333335,4638333333.333334,-2530000000.0000005,GBP,2108333333.3333335,4638333333.333334
2019-10,Reino Unido,GB,Alimentos y animales vivos,0,2108333333.3333335,4638333333.333334,-2530000000.0000005,GBP,2108333333.3333335,4638333333.333334
2019-11,Reino Unido,GB,Alimentos y animales vivos,0,2108333333.3333335,4638333333.333334,-2530000000.0000005,GBP,2108333333.3333335,4638333333.333334
2019-12,Reino Unido,GB,Alimentos y animales vivos,0,1916666666.6666667,4216666666.6666665,-2300000000.0,GBP,1916666666.6666667,4216666666.6666665
2020-01,Reino Unido,GB,Alimentos y animales vivos,0,1958333333.3333333,4308333333.333333,-2350000000.0,GBP,1958333333.3333333,4308333333.333333
2020-02,Reino Unido,GB,Alimentos y animales vivos,0,1958333333.3333333,4308333333.333333,-2350000000.0,GBP,1958333333.3333333,4308333333.333333
2020-03,Reino Unido,GB,Alimentos y animales vivos,0,2154166666.666667,4739166666.666667,-2585000000.0,GBP,2154166666.666667,4739166666.666667
2020-04,Reino Unido,GB,Alimentos y animales vivos,0,2154166666.666667,4739166666.666667,-2585000000.0,GBP,2154166666.666667,4739166666.666667
2020-05,Reino Unido,GB,Alimentos y animales vivos,0,1958333333.3333333,4308333333.333333,-2350000000.0,GBP,1958333333.3333333,4308333333.333333
2020-06,Reino Unido,GB,Alimentos y animales vivos,0,1958333333.3333333,4308333333.333333,-2350000000.0,GBP,1958333333.3333333,4308333333.333333
2020-07,Reino Unido,GB,Alimentos y animales vivos,0,1958333333.3333333,4308333333.333333,-2350000000.0,GBP,1958333333.3333333,4308333333.333333
2020-08,Reino Unido,GB,Alimentos y animales vivos,0,1958333333.3333333,4308333333.333333,-2350000000.0,GBP,1958333333.3333333,4308333333.333333
2020-09,Reino Unido,GB,Alimentos y animales vivos,0,2154166666.666667,4739166666.666667,-2585000000.0,GBP,2154166666.666667,4739166666.666667
2020-10,Reino Unido,GB,Alimentos y animales vivos,0,2154166666.666667,4739166666.666667,-2585000000.0,GBP,2154166666.666667,4739166666.666667
2020-11,Reino Unido,GB,Alimentos y animales vivos,0,2154166666.666667,4739166666.666667,-2585000000.0,GBP,2154166666.666667,4739166666.666667
2020-12,Reino Unido,GB,Alimentos y animales vivos,0,1958333333.3333333,4308333333.333333,-2350000000.0,GBP,1958333333.3333333,4308333333.333333
2021-01,Reino Unido,GB,Alimentos y animales vivos,0,1999999999.9999998,4400000000.0,-2400000000.0,GBP,1999999999.9999998,4400000000.0
2021-02,Reino Unido,GB,Alimentos y animales vivos,0,1999999999.9999998,4400000000.0,-2400000000.0,GBP,1999999999.9999998,4400000000.0
2021-03,Reino Unido,GB,Alimentos y animales vivos,0,2200000000.0,4840000000.0,-2640000000.0,GBP,2200000000.0,4840000000.0
2021-04,Reino Unido,GB,Alimentos y animales vivos,0,2200000000.0,4840000000.0,-2640000000.0,GBP,2200000000.0,4840000000.0
2021-05,Reino Unido,GB,Alimentos y animales vivos,0,1999999999.9999998,4400000000.0,-2400000000.0,GBP,1999999999.9999998,4400000000.0
2021-06,Reino Unido,GB,Alimentos y animales vivos,0,1999999999.9999998,4400000000.0,-2400000000.0,GBP,1999999999.9999998,4400000000.0
2021-07,Reino Unido,GB,Alimentos y animales vivos,0,1999999999.9999998,4400000000.0,-2400000000.0,GBP,1999999999.9999998,4400000000.0
2021-08,Reino Unido,GB,Alimentos y animales vivos,0,1999999999.9999998,4400000000.0,-2400000000.0,GBP,1999999999.9999998,4400000000.0
2021-09,Reino Unido,GB,Alimentos y animales vivos,0,2200000000.0,4840000000.0,-2640000000.0,GBP,2200000000.0,4840000000.0
2021-10,Reino Unido,GB,Alimentos y animales vivos,0,2200000000.0,4840000000.0,-2640000000.0,GBP,2200000000.0,4840000000.0
2021-11,Reino Unido,GB,Alimentos y animales vivos,0,2200000000.0,4840000000.0,-2640000000.0,GBP,2200000000.0,4840000000.0
2021-12,Reino Unido,GB,Alimentos y animales vivos,0,1999999999.9999998,4400000000.0,-2400000000.0,GBP,1999999999.9999998,4400000000.0
2022-01,Reino Unido,GB,Alimentos y animales vivos,0,2041666666.6666665,4491666666.666666,-2449999999.9999995,GBP,2041666666.6666665,4491666666.666666
2022-02,Reino Unido,GB,Alimentos y animales vivos,0,2041666666.6666665,4491666666.666666,-2449999999.9999995,GBP,2041666666.6666665,4491666666.666666
2022-03,Reino Unido,GB,Alimentos y animales vivos,0,2245833333.3333335,4940833333.333333,-2694999999.9999995,GBP,2245833333.3333335,4940833333.333333
2022-04,Reino Unido,GB,Alimentos y animales vivos,0,2245833333.3333335,4940833333.333333,-2694999999.9999995,GBP,2245833333.3333335,4940833333.333333
2022-05,Reino Unido,GB,Alimentos y animales vivos,0,2041666666.6666665,4491666666.666666,-2449999999.9999995,GBP,2041666666.6666665,4491666666.666666
2022-06,Reino Unido,GB,Alimentos y animales vivos,0,2041666666.6666665,4491666666.666666,-2449999999.9999995,GBP,2041666666.6666665,4491666666.666666
2022-07,Reino Unido,GB,Alimentos y animales vivos,0,2041666666.6666665,4491666666.666666,-2449999999.9999995,GBP,2041666666.6666665,4491666666.666666
2022-08,Reino Unido,GB,Alimentos y animales vivos,0,2041666666.6666665,4491666666.666666,-2449999999.9999995,GBP,2041666666.6666665,4491666666.666666
2022-09,Reino Unido,GB,Alimentos y animales vivos,0,2245833333.3333335,4940833333.333333,-2694999999.9999995,GBP,2245833333.3333335,4940833333.333333
2022-10,Reino Unido,GB,Alimentos y animales vivos,0,2245833333.3333335,4940833333.333333,-2694999999.9999995,GBP,2245833333.3333335,4940833333.333333
2022-11,Reino Unido,GB,Alimentos y animales vivos,0,2245833333.3333335,4940833333.333333,-2694999999.9999995,GBP,2245833333.3333335,4940833333.333333
2022-12,Reino Unido,GB,Alimentos y animales vivos,0,2041666666.6666665,4491666666.666666,-2449999999.9999995,GBP,2041666666.6666665,4491666666.666666
2023-01,Reino Unido,GB,Alimentos y animales vivos,0,2083333333.3333333,4583333333.333333,-2500000000.0,GBP,2083333333.3333333,4583333333.333333
2023-02,Reino Unido,GB,Alimentos y animales vivos,0,2083333333.3333333,4583333333.333333,-2500000000.0,GBP,2083333333.3333333,4583333333.333333
2023-03,Reino Unido,GB,Alimentos y animales vivos,0,2291666666.666667,5041666666.666667,-2750000000.0,GBP,2291666666.666667,5041666666.666667
2023-04,Reino Unido,GB,Alimentos y animales vivos,0,2291666666.666667,5041666666.666667,-2750000000.0,GBP,2291666666.666667,5041666666.666667
2023-05,Reino Unido,GB,Alimentos y animales vivos,0,2083333333.3333333,4583333333.333333,-2500000000.0,GBP,2083333333.3333333,4583333333.333333
2023-06,Reino Unido,GB,Alimentos y animales vivos,0,2083333333.3333333,4583333333.333333,-2500000000.0,GBP,2083333333.3333333,4583333333.333333
2023-07,Reino Unido,GB,Alimentos y animales vivos,0,2083333333.3333333,4583333333.333333,-2500000000.0,GBP,2083333333.3333333,4583333333.333333
2023-08,Reino Unido,GB,Alimentos y animales vivos,0,2083333333.3333333,4583333333.333333,-2500000000.0,GBP,2083333333.3333333,4583333333.333333
2023-09,Reino Unido,GB,Alimentos y animales vivos,0,2291666666.666667,5041666666.666667,-2750000000.0,GBP,2291666666.666667,5041666666.666667
2023-10,Reino Unido,GB,Alimentos y animales vivos,0,2291666666.666667,5041666666.666667,-2750000000.0,GBP,2291666666.666667,5041666666.666667
2023-11,Reino Unido,GB,Alimentos y animales vivos,0,2291666666.666667,5041666666.666667,-2750000000.0,GBP,2291666666.666667,5041666666.666667
2023-12,Reino Unido,GB,Alimentos y animales vivos,0,2083333333.3333333,4583333333.333333,-2500000000.0,GBP,2083333333.3333333,4583333333.333333
2024-01,Reino Unido,GB,Alimentos y animales vivos,0,2125000000.0,4675000000.0,-2550000000.0,GBP,2125000000.0,4675000000.0
2024-02,Reino Unido,GB,Alimentos y animales vivos,0,2125000000.0,4675000000.0,-2550000000.0,GBP,2125000000.0,4675000000.0
2024-03,Reino Unido,GB,Alimentos y animales vivos,0,2337500000.0,5142500000.0,-2805000000.0,GBP,2337500000.0,5142500000.0
2024-04,Reino Unido,GB,Alimentos y animales vivos,0,2337500000.0,5142500000.0,-2805000000.0,GBP,2337500000.0,5142500000.0
2024-05,Reino Unido,GB,Alimentos y animales vivos,0,2125000000.0,4675000000.0,-2550000000.0,GBP,2125000000.0,4675000000.0
2024-06,Reino Unido,GB,Alimentos y animales vivos,0,2125000000.0,4675000000.0,-2550000000.0,GBP,2125000000.0,4675000000.0
2024-07,Reino Unido,GB,Alimentos y animales vivos,0,2125000000.0,4675000000.0,-2550000000.0,GBP,2125000000.0,4675000000.0
2024-08,Reino Unido,GB,Alimentos y animales vivos,0,2125000000.0,4675000000.0,-2550000000.0,GBP,2125000000.0,4675000000.0
2024-09,Reino Unido,GB,Alimentos y animales vivos,0,2337500000.0,5142500000.0,-2805000000.0,GBP,2337500000.0,5142500000.0
2024-10,Reino Unido,GB,Alimentos y animales vivos,0,2337500000.0,5142500000.0,-2805000000.0,GBP,2337500000.0,5142500000.0
2024-11,Reino Unido,GB,Alimentos y animales vivos,0,2337500000.0,5142500000.0,-2805000000.0,GBP,2337500000.0,5142500000.0
2024-12,Reino Unido,GB,Alimentos y animales vivos,0,2125000000.0,4675000000.0,-2550000000.0,GBP,2125000000.0,4675000000.0
2025-01,Reino Unido,GB,Alimentos y animales vivos,0,2166666666.6666665,4766666666.666666,-2599999999.9999995,GBP,2166666666.6666665,4766666666.666666
2025-02,Reino Unido,GB,Alimentos y animales vivos,0,2166666666.6666665,4766666666.666666,-2599999999.9999995,GBP,2166666666.6666665,4766666666.666666
2025-03,Reino Unido,GB,Alimentos y animales vivos,0,2383333333.3333335,5243333333.333333,-2859999999.9999995,GBP,2383333333.3333335,5243333333.333333
2025-04,Reino Unido,GB,Alimentos y animales vivos,0,2383333333.3333335,5243333333.333333,-2859999999.9999995,GBP,2383333333.3333335,5243333333.333333
2025-05,Reino Unido,GB,Alimentos y animales vivos,0,2166666666.6666665,4766666666.666666,-2599999999.9999995,GBP,2166666666.6666665,4766666666.666666
2025-06,Reino Unido,GB,Alimentos y animales vivos,0,2166666666.6666665,4766666666.666666,-2599999999.9999995,GBP,2166666666.6666665,4766666666.666666
2025-07,Reino Unido,GB,Alimentos y animales vivos,0,2166666666.6666665,4766666666.666666,-2599999999.9999995,GBP,2166666666.6666665,4766666666.666666
2025-08,Reino Unido,GB,Alimentos y animales vivos,0,2166666666.6666665,4766666666.666666,-2599999999.9999995,GBP,2166666666.6666665,4766666666.666666
2025-09,Reino Unido,GB,Alimentos y animales vivos,0,2383333333.3333335,5243333333.333333,-2859999999.9999995,GBP,2383333333.3333335,5243333333.333333
2025-10,Reino Unido,GB,Alimentos y animales vivos,0,2383333333.3333335,5243333333.333333,-2859999999.9999995,GBP,2383333333.3333335,5243333333.333333
2025-11,Reino Unido,GB,Alimentos y animales vivos,0,2383333333.3333335,5243333333.333333,-2859999999.9999995,GBP,2383333333.3333335,5243333333.333333
2025-12,Reino Unido,GB,Alimentos y animales vivos,0,2166666666.6666665,4766666666.666666,-2599999999.9999995,GBP,2166666666.6666665,4766666666.666666
2026-01,Reino Unido,GB,Alimentos y animales vivos,0,2208333333.3333335,4858333333.333333,-2649999999.9999995,GBP,2208333333.3333335,4858333333.333333
2026-02,Reino Unido,GB,Alimentos y animales vivos,0,2208333333.3333335,4858333333.333333,-2649999999.9999995,GBP,2208333333.3333335,4858333333.333333
2013-01,Reino Unido,GB,Bebidas y tabaco,1,533333333.3333333,800000000.0,-266666666.6666667,GBP,533333333.3333333,800000000.0
2013-02,Reino Unido,GB,Bebidas y tabaco,1,533333333.3333333,800000000.0,-266666666.6666667,GBP,533333333.3333333,800000000.0
2013-03,Reino Unido,GB,Bebidas y tabaco,1,586666666.6666667,880000000.0000001,-293333333.3333334,GBP,586666666.6666667,880000000.0000001
2013-04,Reino Unido,GB,Bebidas y tabaco,1,586666666.6666667,880000000.0000001,-293333333.3333334,GBP,586666666.6666667,880000000.0000001
2013-05,Reino Unido,GB,Bebidas y tabaco,1,533333333.3333333,800000000.0,-266666666.6666667,GBP,533333333.3333333,800000000.0
2013-06,Reino Unido,GB,Bebidas y tabaco,1,533333333.3333333,800000000.0,-266666666.6666667,GBP,533333333.3333333,800000000.0
2013-07,Reino Unido,GB,Bebidas y tabaco,1,533333333.3333333,800000000.0,-266666666.6666667,GBP,533333333.3333333,800000000.0
2013-08,Reino Unido,GB,Bebidas y tabaco,1,533333333.3333333,800000000.0,-266666666.6666667,GBP,533333333.3333333,800000000.0
2013-09,Reino Unido,GB,Bebidas y tabaco,1,586666666.6666667,880000000.0000001,-293333333.3333334,GBP,586666666.6666667,880000000.0000001
2013-10,Reino Unido,GB,Bebidas y tabaco,1,586666666.6666667,880000000.0000001,-293333333.3333334,GBP,586666666.6666667,880000000.0000001
2013-11,Reino Unido,GB,Bebidas y tabaco,1,586666666.6666667,880000000.0000001,-293333333.3333334,GBP,586666666.6666667,880000000.0000001
2013-12,Reino Unido,GB,Bebidas y tabaco,1,533333333.3333333,800000000.0,-266666666.6666667,GBP,533333333.3333333,800000000.0
2014-01,Reino Unido,GB,Bebidas y tabaco,1,546666666.6666666,820000000.0000001,-273333333.3333335,GBP,546666666.6666666,820000000.0000001
2014-02,Reino Unido,GB,Bebidas y tabaco,1,546666666.6666666,820000000.0000001,-273333333.3333335,GBP,546666666.6666666,820000000.0000001
2014-03,Reino Unido,GB,Bebidas y tabaco,1,601333333.3333334,902000000.0000002,-300666666.66666687,GBP,601333333.3333334,902000000.0000002
2014-04,Reino Unido,GB,Bebidas y tabaco,1,601333333.3333334,902000000.0000002,-300666666.66666687,GBP,601333333.3333334,902000000.0000002
2014-05,Reino Unido,GB,Bebidas y tabaco,1,546666666.6666666,820000000.0000001,-273333333.3333335,GBP,546666666.6666666,820000000.0000001
2014-06,Reino Unido,GB,Bebidas y tabaco,1,546666666.6666666,820000000.0000001,-273333333.3333335,GBP,546666666.6666666,820000000.0000001
2014-07,Reino Unido,GB,Bebidas y tabaco,1,546666666.6666666,820000000.0000001,-273333333.3333335,GBP,546666666.6666666,820000000.0000001
2014-08,Reino Unido,GB,Bebidas y tabaco,1,546666666.6666666,820000000.0000001,-273333333.3333335,GBP,546666666.6666666,820000000.0000001
2014-09,Reino Unido,GB,Bebidas y tabaco,1,601333333.3333334,902000000.0000002,-300666666.66666687,GBP,601333333.3333334,902000000.0000002
2014-10,Reino Unido,GB,Bebidas y tabaco,1,601333333.3333334,902000000.0000002,-300666666.66666687,GBP,601333333.3333334,902000000.0000002
2014-11,Reino Unido,GB,Bebidas y tabaco,1,601333333.3333334,902000000.0000002,-300666666.66666687,GBP,601333333.3333334,902000000.0000002
2014-12,Reino Unido,GB,Bebidas y tabaco,1,546666666.6666666,820000000.0000001,-273333333.3333335,GBP,546666666.6666666,820000000.0000001
2015-01,Reino Unido,GB,Bebidas y tabaco,1,560000000.0,840000000.0,-280000000.0,GBP,560000000.0,840000000.0
2015-02,Reino Unido,GB,Bebidas y tabaco,1,560000000.0,840000000.0,-280000000.0,GBP,560000000.0,840000000.0
2015-03,Reino Unido,GB,Bebidas y tabaco,1,616000000.0,924000000.0000001,-308000000.0000001,GBP,616000000.0,924000000.0000001
2015-04,Reino Unido,GB,Bebidas y tabaco,1,616000000.0,924000000.0000001,-308000000.0000001,GBP,616000000.0,924000000.0000001
2015-05,Reino Unido,GB,Bebidas y tabaco,1,560000000.0,840000000.0,-280000000.0,GBP,560000000.0,840000000.0
